time,close,high,low,open,volume
2005-09-01 00:00:00,4463.5,4463.5,4463.5,4463.5,1
2005-09-01 00:01:00,4465.5,4465.5,4465.5,4465.5,1
2005-09-01 00:02:00,4469.5,4469.5,4467.5,4467.5,2
2005-09-01 00:03:00,4467.5,4467.5,4467.5,4467.5,1
2005-09-01 00:05:00,4467.5,4467.5,4465.5,4465.5,4
2005-09-01 00:07:00,4465.5,4465.5,4465.5,4465.5,1
2005-09-01 00:08:00,4471.5,4471.5,4467.5,4467.5,3
2005-09-01 00:11:00,4473.5,4475.5,4473.5,4473.5,3
2005-09-01 00:13:00,4471.5,4471.5,4471.5,4471.5,1
2005-09-01 00:14:00,4469.5,4469.5,4469.5,4469.5,1
2005-09-01 00:15:00,4465.6,4467.5,4465.6,4467.5,2
2005-09-01 00:17:00,4463.6,4463.6,4463.6,4463.6,1
2005-09-01 00:21:00,4464.6,4464.6,4464.6,4464.6,1
2005-09-01 00:22:00,4470.5,4470.5,4466.6,4466.6,3
2005-09-01 00:23:00,4468.5,4468.5,4468.5,4468.5,1
2005-09-01 00:24:00,4466.6,4466.6,4466.6,4466.6,1
2005-09-01 00:30:00,4464.6,4464.6,4464.6,4464.6,1
2005-09-01 00:35:00,4466.6,4466.6,4466.6,4466.6,1
2005-09-01 00:40:00,4467.6,4467.6,4467.6,4467.6,1
2005-09-01 00:42:00,4469.6,4469.6,4469.6,4469.6,1
2005-09-01 00:47:00,4467.6,4467.6,4467.6,4467.6,1
2005-09-01 00:49:00,4469.6,4469.6,4469.6,4469.6,1
2005-09-01 00:51:00,4471.6,4471.6,4471.6,4471.6,1
2005-09-01 00:53:00,4469.6,4469.6,4469.6,4469.6,1
2005-09-01 00:55:00,4467.6,4467.6,4467.6,4467.6,1
2005-09-01 00:59:00,4465.6,4465.6,4465.6,4465.6,1
2005-09-01 01:02:00,4463.6,4463.6,4463.6,4463.6,1
2005-09-01 01:05:00,4465.6,4465.6,4465.6,4465.6,1
2005-09-01 01:10:00,4466.6,4466.6,4466.6,4466.6,1
2005-09-01 01:21:00,4464.6,4464.6,4464.6,4464.6,1
2005-09-01 01:24:00,4462.6,4462.6,4462.6,4462.6,1
2005-09-01 01:26:00,4460.6,4460.6,4460.6,4460.6,1
2005-09-01 01:28:00,4462.6,4462.6,4462.6,4462.6,1
2005-09-01 01:29:00,4464.6,4464.6,4464.6,4464.6,1
2005-09-01 01:34:00,4465.6,4465.6,4465.6,4465.6,1
2005-09-01 01:38:00,4469.6,4469.6,4467.6,4467.6,2
2005-09-01 01:43:00,4470.6,4470.6,4470.6,4470.6,1
2005-09-01 01:47:00,4472.6,4472.6,4472.6,4472.6,1
2005-09-01 01:52:00,4470.6,4470.6,4470.6,4470.6,1
2005-09-01 01:56:00,4472.6,4472.6,4472.6,4472.6,1
2005-09-01 01:58:00,4476.6,4476.6,4474.6,4474.6,2
2005-09-01 01:59:00,4474.6,4474.6,4474.6,4474.6,1
2005-09-01 02:05:00,4472.6,4472.6,4472.6,4472.6,1
2005-09-01 02:07:00,4472.6,4472.6,4470.6,4470.6,2
2005-09-01 02:08:00,4472.6,4472.6,4470.6,4470.6,2
2005-09-01 02:09:00,4470.6,4470.6,4470.6,4470.6,1
2005-09-01 02:13:00,4471.6,4471.6,4471.6,4471.6,1
2005-09-01 02:15:00,4471.6,4473.6,4471.6,4473.6,2
2005-09-01 02:26:00,4472.6,4472.6,4472.6,4472.6,1
2005-09-01 02:35:00,4473.6,4473.6,4473.6,4473.6,1
2005-09-01 02:36:00,4475.6,4475.6,4475.6,4475.6,1
2005-09-01 02:37:00,4471.6,4473.6,4471.6,4473.6,2
2005-09-01 02:42:00,4472.6,4472.6,4472.6,4472.6,1
2005-09-01 02:48:00,4470.6,4470.6,4470.6,4470.6,1
2005-09-01 02:53:00,4471.6,4471.6,4471.6,4471.6,1
2005-09-01 02:56:00,4469.6,4469.6,4469.6,4469.6,1
2005-09-01 03:02:00,4470.6,4470.6,4470.6,4470.6,1
2005-09-01 03:04:00,4472.6,4472.6,4472.6,4472.6,1
2005-09-01 03:06:00,4474.6,4474.6,4474.6,4474.6,1
2005-09-01 03:07:00,4472.6,4472.6,4472.6,4472.6,1
2005-09-01 03:12:00,4473.6,4473.6,4473.6,4473.6,1
2005-09-01 03:13:00,4473.6,4475.6,4473.6,4475.6,2
2005-09-01 03:14:00,4477.6,4477.6,4475.6,4475.6,2
2005-09-01 03:17:00,4481.6,4481.6,4479.6,4479.6,2
2005-09-01 03:18:00,4479.6,4479.6,4479.6,4479.6,1
2005-09-01 03:20:00,4483.6,4483.6,4481.6,4481.6,2
2005-09-01 03:21:00,4485.6,4485.6,4485.6,4485.6,1
2005-09-01 03:22:00,4483.6,4483.6,4483.6,4483.6,1
2005-09-01 03:28:00,4484.6,4484.6,4484.6,4484.6,1
2005-09-01 03:29:00,4489.6,4489.6,4486.6,4486.6,4
2005-09-01 03:30:00,4489.6,4489.6,4487.6,4487.6,2
2005-09-01 03:32:00,4491.6,4491.6,4491.6,4491.6,1
2005-09-01 03:33:00,4487.6,4489.6,4487.6,4489.6,2
2005-09-01 03:34:00,4489.6,4489.6,4489.6,4489.6,1
2005-09-01 03:35:00,4485.6,4487.6,4485.6,4487.6,2
2005-09-01 03:36:00,4487.6,4487.6,4487.6,4487.6,1
2005-09-01 03:37:00,4485.6,4485.6,4485.6,4485.6,1
2005-09-01 03:42:00,4486.6,4486.6,4486.6,4486.6,1
2005-09-01 03:46:00,4484.6,4484.6,4484.6,4484.6,1
2005-09-01 03:57:00,4485.6,4485.6,4485.6,4485.6,1
2005-09-01 04:07:00,4483.6,4483.6,4483.6,4483.6,1
2005-09-01 04:11:00,4485.6,4485.6,4485.6,4485.6,1
2005-09-01 04:16:00,4486.6,4486.6,4486.6,4486.6,1
2005-09-01 04:22:00,4484.6,4484.6,4484.6,4484.6,1
2005-09-01 04:25:00,4482.6,4482.6,4482.6,4482.6,1
2005-09-01 04:27:00,4480.6,4480.6,4480.6,4480.6,1
2005-09-01 04:28:00,4478.6,4478.6,4478.6,4478.6,1
2005-09-01 04:30:00,4476.6,4476.6,4476.6,4476.6,1
2005-09-01 04:31:00,4478.6,4478.6,4478.6,4478.6,1
2005-09-01 04:32:00,4474.6,4476.6,4474.6,4476.6,2
2005-09-01 04:35:00,4476.6,4476.6,4476.6,4476.6,1
2005-09-01 04:39:00,4478.6,4478.6,4478.6,4478.6,1
2005-09-01 04:40:00,4478.6,4480.6,4478.6,4480.6,2
2005-09-01 04:41:00,4480.6,4480.6,4480.6,4480.6,1
2005-09-01 04:45:00,4478.6,4478.6,4478.6,4478.6,1
2005-09-01 04:50:00,4479.6,4479.6,4479.6,4479.6,1
2005-09-01 04:54:00,4480.6,4480.6,4480.6,4480.6,1
2005-09-01 04:57:00,4482.6,4482.6,4482.6,4482.6,1
2005-09-01 04:59:00,4483.6,4483.6,4480.6,4480.6,2
2005-09-01 05:00:00,4483.6,4483.6,4481.6,4481.6,2
2005-09-01 05:02:00,4481.6,4481.6,4481.6,4481.6,1
2005-09-01 05:08:00,4482.6,4482.6,4482.6,4482.6,1
2005-09-01 05:12:00,4480.6,4480.6,4480.6,4480.6,1
2005-09-01 05:15:00,4480.6,4482.6,4480.6,4482.6,2
2005-09-01 05:16:00,4478.6,4478.6,4478.6,4478.6,1
2005-09-01 05:18:00,4480.6,4480.6,4480.6,4480.6,1
2005-09-01 05:23:00,4479.6,4481.6,4479.6,4481.6,2
2005-09-01 05:28:00,4477.6,4477.6,4477.6,4477.6,1
2005-09-01 05:30:00,4479.6,4479.6,4477.6,4479.6,3
2005-09-01 05:34:00,4481.6,4481.6,4481.6,4481.6,1
2005-09-01 05:35:00,4483.6,4483.6,4481.6,4483.6,3
2005-09-01 05:36:00,4485.6,4485.6,4485.6,4485.6,1
2005-09-01 05:38:00,4483.6,4483.6,4483.6,4483.6,1
2005-09-01 05:41:00,4481.6,4481.6,4481.6,4481.6,1
2005-09-01 05:42:00,4479.6,4479.6,4479.6,4479.6,1
2005-09-01 05:43:00,4481.6,4481.6,4481.6,4481.6,1
2005-09-01 05:44:00,4481.6,4483.6,4481.6,4483.6,2
2005-09-01 05:50:00,4480.6,4482.6,4480.6,4482.6,2
2005-09-01 05:55:00,4482.6,4482.6,4482.6,4482.6,1
2005-09-01 05:56:00,4486.6,4486.6,4484.6,4484.6,2
2005-09-01 05:57:00,4484.6,4484.6,4484.6,4484.6,1
2005-09-01 05:58:00,4486.6,4486.6,4486.6,4486.6,1
2005-09-01 06:01:00,4488.6,4488.6,4488.6,4488.6,1
2005-09-01 06:03:00,4486.6,4486.6,4486.6,4486.6,1
2005-09-01 06:04:00,4490.6,4490.6,4488.6,4488.6,2
2005-09-01 06:05:00,4490.6,4492.6,4490.6,4492.6,2
2005-09-01 06:06:00,4492.6,4492.6,4492.6,4492.6,1
2005-09-01 06:07:00,4496.6,4496.6,4494.6,4494.6,2
2005-09-01 06:08:00,4496.6,4498.6,4496.6,4498.6,2
2005-09-01 06:09:00,4494.6,4494.6,4494.6,4494.6,1
2005-09-01 06:12:00,4492.6,4492.6,4492.6,4492.6,1
2005-09-01 06:13:00,4494.6,4494.6,4494.6,4494.6,1
2005-09-01 06:14:00,4496.6,4496.6,4496.6,4496.6,1
2005-09-01 06:15:00,4496.6,4498.6,4496.6,4498.6,2
2005-09-01 06:16:00,4494.6,4494.6,4494.6,4494.6,1
2005-09-01 06:17:00,4492.6,4492.6,4492.6,4492.6,1
2005-09-01 06:18:00,4490.6,4490.6,4490.6,4490.6,1
2005-09-01 06:19:00,4488.6,4488.6,4488.6,4488.6,1
2005-09-01 06:20:00,4490.6,4490.6,4490.6,4490.6,1
2005-09-01 06:21:00,4488.6,4488.6,4488.6,4488.6,1
2005-09-01 06:22:00,4490.6,4490.6,4490.6,4490.6,1
2005-09-01 06:28:00,4491.6,4491.6,4491.6,4491.6,1
2005-09-01 06:29:00,4489.6,4489.6,4489.6,4489.6,1
2005-09-01 07:10:00,4487.6,4487.6,4487.6,4487.6,1
2005-09-01 07:21:00,4488.6,4488.6,4488.6,4488.6,1
2005-09-01 07:35:00,4489.6,4489.6,4489.6,4489.6,1
2005-09-01 08:01:00,4490.6,4490.6,4490.6,4490.6,1
2005-09-01 09:11:00,4491.6,4491.6,4491.6,4491.6,1
2005-09-01 09:18:00,4489.6,4489.6,4489.6,4489.6,1
2005-09-01 09:51:00,4490.6,4490.6,4490.6,4490.6,1
2005-09-01 09:59:00,4488.6,4488.6,4488.6,4488.6,1
