time,close,high,low,open,volume
2012-01-01 17:58:00,1.55281,1.55281,1.55281,1.55281,1
2012-01-01 17:59:00,1.55252,1.55271,1.5524,1.55271,4
2012-01-01 18:02:00,1.55154,1.55275,1.55122,1.55262,5
2012-01-01 18:03:00,1.55062,1.55121,1.55062,1.55121,8
2012-01-01 18:04:00,1.55108,1.55108,1.55055,1.55074,10
2012-01-01 18:06:00,1.55148,1.553,1.55139,1.55139,12
2012-01-01 18:07:00,1.5515,1.55184,1.55148,1.55174,6
2012-01-01 18:08:00,1.55148,1.55202,1.55118,1.55137,11
2012-01-01 18:09:00,1.55145,1.55202,1.55118,1.55134,30
2012-01-01 18:10:00,1.55204,1.55286,1.55164,1.55164,11
2012-01-01 18:11:00,1.55267,1.55306,1.55223,1.55255,26
2012-01-01 18:12:00,1.55285,1.55295,1.55266,1.55275,6
2012-01-01 18:13:00,1.55253,1.55278,1.55248,1.55278,7
2012-01-01 18:14:00,1.55238,1.55258,1.55238,1.55246,3
2012-01-01 18:16:00,1.55318,1.55318,1.55252,1.55252,5
2012-01-01 18:18:00,1.55328,1.55328,1.55328,1.55328,1
2012-01-01 18:19:00,1.5532,1.5532,1.5532,1.5532,1
2012-01-01 18:20:00,1.55305,1.55313,1.55305,1.55313,2
2012-01-01 18:35:00,1.55343,1.55343,1.55305,1.55313,8
2012-01-01 18:36:00,1.55309,1.55358,1.55309,1.5535,7
2012-01-01 18:37:00,1.55316,1.55326,1.55219,1.553,6
2012-01-01 18:38:00,1.55268,1.55357,1.55268,1.55288,10
2012-01-01 18:42:00,1.552,1.55261,1.552,1.55261,4
2012-01-01 18:43:00,1.55219,1.55219,1.55211,1.55211,2
2012-01-01 18:45:00,1.55227,1.55227,1.55227,1.55227,1
2012-01-01 18:46:00,1.55236,1.55236,1.55236,1.55236,1
2012-01-01 18:53:00,1.55235,1.55247,1.55235,1.55247,2
2012-01-01 18:54:00,1.55228,1.55228,1.55228,1.55228,1
2012-01-01 19:00:00,1.55235,1.55235,1.55235,1.55235,1
2012-01-01 19:02:00,1.55252,1.55252,1.55252,1.55252,1
2012-01-01 19:04:00,1.55243,1.55243,1.55243,1.55243,1
2012-01-01 19:06:00,1.55235,1.55235,1.55235,1.55235,1
2012-01-01 19:07:00,1.55252,1.55252,1.55245,1.55245,2
2012-01-01 19:08:00,1.5515,1.55242,1.5515,1.55242,7
2012-01-01 19:09:00,1.55132,1.55169,1.55112,1.55123,7
2012-01-01 19:10:00,1.55152,1.5516,1.55143,1.55152,7
2012-01-01 19:11:00,1.55141,1.55141,1.55141,1.55141,1
2012-01-01 19:18:00,1.55149,1.55149,1.55149,1.55149,1
2012-01-01 19:19:00,1.55229,1.55229,1.55167,1.55167,7
2012-01-01 19:20:00,1.55175,1.5522,1.55175,1.5522,3
2012-01-01 19:21:00,1.55175,1.55175,1.55154,1.55164,4
2012-01-01 19:25:00,1.55182,1.55182,1.55182,1.55182,1
2012-01-01 19:26:00,1.5522,1.5522,1.55197,1.55197,3
2012-01-01 19:31:00,1.55213,1.55213,1.55213,1.55213,1
2012-01-01 19:33:00,1.5522,1.5522,1.5522,1.5522,1
2012-01-01 19:41:00,1.55212,1.55212,1.55212,1.55212,1
2012-01-01 19:45:00,1.55199,1.55199,1.55199,1.55199,1
2012-01-01 19:54:00,1.55181,1.55181,1.55181,1.55181,1
2012-01-01 20:01:00,1.55181,1.5519,1.5517,1.5519,4
2012-01-01 20:06:00,1.55181,1.55183,1.55172,1.55172,4
2012-01-01 20:07:00,1.55176,1.55193,1.55168,1.55193,6
2012-01-01 20:10:00,1.55184,1.55184,1.55184,1.55184,1
2012-01-01 20:11:00,1.551,1.55159,1.55093,1.55159,5
2012-01-01 20:36:00,1.55109,1.55109,1.55109,1.55109,1
2012-01-01 20:37:00,1.55102,1.55102,1.55102,1.55102,1
2012-01-01 20:45:00,1.55088,1.55095,1.55088,1.55095,2
2012-01-01 20:53:00,1.55082,1.55082,1.55082,1.55082,1
2012-01-01 20:54:00,1.55073,1.55073,1.55073,1.55073,1
2012-01-01 20:57:00,1.55073,1.5508,1.55073,1.5508,2
2012-01-01 21:23:00,1.55073,1.55073,1.55073,1.55073,1
2012-01-01 21:46:00,1.55073,1.55073,1.55073,1.55073,1
2012-01-01 21:47:00,1.55066,1.55066,1.55066,1.55066,1
2012-01-01 21:51:00,1.55052,1.55052,1.55052,1.55052,1
2012-01-01 21:52:00,1.55041,1.55044,1.55027,1.55044,4
2012-01-01 22:00:00,1.55053,1.55053,1.55033,1.55033,3
2012-01-01 22:02:00,1.55036,1.55036,1.55036,1.55036,1
2012-01-01 22:05:00,1.55026,1.55026,1.55026,1.55026,1
2012-01-01 22:06:00,1.55045,1.55045,1.5502,1.5502,4
2012-01-01 22:10:00,1.55049,1.55057,1.55049,1.55057,2
2012-01-01 22:19:00,1.55049,1.55056,1.55049,1.55056,2
2012-01-01 22:21:00,1.55038,1.55038,1.55038,1.55038,1
2012-01-01 22:23:00,1.55045,1.55045,1.55045,1.55045,1
2012-01-01 22:25:00,1.55045,1.55045,1.55045,1.55045,1
2012-01-01 22:30:00,1.55051,1.55051,1.55051,1.55051,1
2012-01-01 22:31:00,1.55045,1.55045,1.55045,1.55045,1
2012-01-01 22:32:00,1.55036,1.55036,1.55036,1.55036,1
2012-01-01 22:33:00,1.55043,1.55043,1.55043,1.55043,1
2012-01-01 22:35:00,1.55014,1.55036,1.55008,1.55036,6
2012-01-01 22:36:00,1.55044,1.55044,1.55011,1.55027,8
2012-01-01 22:37:00,1.55059,1.55059,1.55044,1.55044,3
2012-01-01 22:38:00,1.55038,1.55073,1.55038,1.55066,11
2012-01-01 22:39:00,1.54996,1.55045,1.54931,1.55045,11
2012-01-01 22:40:00,1.55006,1.55006,1.55006,1.55006,1
2012-01-01 22:41:00,1.55117,1.55132,1.54996,1.55014,17
2012-01-01 22:44:00,1.55124,1.55124,1.55117,1.55124,3
2012-01-01 22:45:00,1.55124,1.55124,1.55124,1.55124,1
2012-01-01 22:50:00,1.55114,1.55114,1.55114,1.55114,1
2012-01-01 22:53:00,1.55107,1.55107,1.55107,1.55107,1
2012-01-01 23:00:00,1.55078,1.55099,1.55078,1.55099,3
2012-01-01 23:01:00,1.55078,1.55078,1.55078,1.55078,1
2012-01-01 23:03:00,1.55063,1.55071,1.55063,1.55071,2
2012-01-01 23:05:00,1.55072,1.55072,1.55072,1.55072,1
2012-01-01 23:06:00,1.55065,1.55065,1.55065,1.55065,1
2012-01-01 23:07:00,1.55072,1.55072,1.55072,1.55072,1
2012-01-01 23:11:00,1.55069,1.55069,1.55052,1.5506,4
2012-01-01 23:15:00,1.55076,1.55086,1.55076,1.55076,3
2012-01-01 23:17:00,1.55083,1.55083,1.55083,1.55083,1
2012-01-01 23:18:00,1.55092,1.55092,1.55092,1.55092,1
2012-01-01 23:23:00,1.55099,1.55102,1.55037,1.55102,16
2012-01-01 23:24:00,1.5509,1.55098,1.55072,1.55088,12
2012-01-01 23:25:00,1.55084,1.55097,1.55077,1.55097,4
2012-01-01 23:26:00,1.55084,1.55091,1.55084,1.55091,2
2012-01-01 23:29:00,1.54994,1.55085,1.54982,1.55072,19
2012-01-01 23:30:00,1.55073,1.55073,1.55009,1.55009,6
2012-01-01 23:31:00,1.55021,1.55061,1.55021,1.55061,4
2012-01-01 23:32:00,1.55035,1.55035,1.55028,1.55028,2
2012-01-01 23:34:00,1.55027,1.55042,1.55027,1.55042,2
2012-01-01 23:36:00,1.55044,1.55051,1.54994,1.55016,6
2012-01-01 23:39:00,1.54937,1.55034,1.54937,1.55034,12
2012-01-01 23:40:00,1.54973,1.54973,1.54949,1.54949,4
2012-01-01 23:41:00,1.55019,1.55019,1.54983,1.54983,5
2012-01-01 23:45:00,1.55034,1.55047,1.55026,1.55026,6
2012-01-01 23:46:00,1.55042,1.55042,1.55042,1.55042,1
2012-01-01 23:48:00,1.55034,1.55071,1.55034,1.55049,6
2012-01-01 23:49:00,1.55027,1.55033,1.55027,1.55027,3
2012-01-01 23:50:00,1.55042,1.55042,1.55035,1.55035,2
2012-01-01 23:51:00,1.55138,1.55145,1.55051,1.55051,13
2012-01-01 23:52:00,1.55056,1.55147,1.55056,1.55146,11
2012-01-01 23:53:00,1.55126,1.55126,1.55063,1.55063,18
2012-01-01 23:54:00,1.55099,1.55111,1.55099,1.55111,2
2012-01-01 23:57:00,1.55101,1.55101,1.55041,1.5505,6
2012-01-01 23:58:00,1.55091,1.55115,1.55091,1.55115,3
2012-01-01 23:59:00,1.55087,1.55087,1.55046,1.55078,7
2012-01-02 00:00:00,1.55078,1.5508,1.55041,1.5508,12
2012-01-02 00:01:00,1.55177,1.55185,1.55086,1.55103,10
2012-01-02 00:03:00,1.5517,1.5517,1.5517,1.5517,1
2012-01-02 00:04:00,1.55143,1.5516,1.55143,1.5516,3
2012-01-02 00:05:00,1.55157,1.55157,1.55143,1.5515,4
2012-01-02 00:06:00,1.55165,1.55165,1.55165,1.55165,1
2012-01-02 00:07:00,1.55158,1.55158,1.55158,1.55158,1
2012-01-02 00:09:00,1.55139,1.55139,1.55139,1.55139,1
2012-01-02 00:10:00,1.55128,1.55128,1.55128,1.55128,1
2012-01-02 00:11:00,1.55141,1.55141,1.55141,1.55141,1
2012-01-02 00:14:00,1.5513,1.5513,1.5513,1.5513,1
2012-01-02 00:16:00,1.55133,1.55142,1.55133,1.55142,2
2012-01-02 00:17:00,1.55172,1.55172,1.55141,1.55141,5
2012-01-02 00:18:00,1.55158,1.55165,1.55158,1.55165,2
2012-01-02 00:20:00,1.55158,1.55165,1.55158,1.55165,2
2012-01-02 00:21:00,1.55137,1.55146,1.55137,1.55146,2
2012-01-02 00:22:00,1.55171,1.55177,1.55144,1.55144,18
2012-01-02 00:23:00,1.55158,1.55173,1.55158,1.55164,13
2012-01-02 00:24:00,1.55169,1.55176,1.55162,1.5517,23
2012-01-02 00:25:00,1.55168,1.55176,1.55156,1.55176,25
2012-01-02 00:26:00,1.5517,1.55176,1.55163,1.55175,14
2012-01-02 00:27:00,1.55172,1.55176,1.55163,1.55176,10
2012-01-02 00:28:00,1.55172,1.55173,1.55158,1.55165,12
2012-01-02 00:29:00,1.55169,1.55172,1.5515,1.55165,19
2012-01-02 00:30:00,1.55168,1.55169,1.5515,1.55163,19
2012-01-02 00:31:00,1.55161,1.55175,1.55154,1.55161,24
2012-01-02 00:32:00,1.55166,1.55173,1.55154,1.55154,14
2012-01-02 00:33:00,1.55163,1.55173,1.55153,1.5516,24
2012-01-02 00:34:00,1.55168,1.55175,1.55155,1.55169,16
2012-01-02 00:35:00,1.5517,1.55175,1.55161,1.55161,14
2012-01-02 00:36:00,1.55156,1.55177,1.55156,1.55163,20
2012-01-02 00:37:00,1.55169,1.55169,1.5515,1.55165,19
2012-01-02 00:38:00,1.55163,1.55169,1.55161,1.55163,15
2012-01-02 00:39:00,1.5517,1.55176,1.55156,1.55169,20
2012-01-02 00:40:00,1.55157,1.55174,1.55146,1.55163,15
2012-01-02 00:41:00,1.55169,1.55175,1.5516,1.55167,19
