20180201 000100;23393.000000;23395.000000;23390.000000;23390.000000;0
20180201 000200;23385.000000;23390.000000;23380.000000;23380.000000;0
20180201 000300;23385.000000;23400.000000;23385.000000;23400.000000;0
20180201 000400;23405.000000;23405.000000;23398.000000;23400.000000;0
20180201 000500;23405.000000;23405.000000;23405.000000;23405.000000;0
20180201 000600;23410.000000;23410.000000;23410.000000;23410.000000;0
20180201 000700;23415.000000;23415.000000;23410.000000;23415.000000;0
20180201 000800;23410.000000;23415.000000;23410.000000;23415.000000;0
20180201 000900;23410.000000;23420.000000;23410.000000;23415.000000;0
20180201 001000;23410.000000;23420.000000;23410.000000;23415.000000;0
20180201 001300;23410.000000;23410.000000;23400.000000;23400.000000;0
20180201 001400;23400.000000;23405.000000;23390.000000;23405.000000;0
20180201 001500;23400.000000;23405.000000;23400.000000;23405.000000;0
20180201 001600;23400.000000;23405.000000;23400.000000;23405.000000;0
20180201 001700;23400.000000;23400.000000;23395.000000;23395.000000;0
20180201 001900;23390.000000;23395.000000;23390.000000;23395.000000;0
20180201 002000;23400.000000;23400.000000;23395.000000;23395.000000;0
20180201 002100;23390.000000;23395.000000;23390.000000;23395.000000;0
20180201 002400;23400.000000;23400.000000;23400.000000;23400.000000;0
20180201 002600;23395.000000;23395.000000;23395.000000;23395.000000;0
20180201 003000;23390.000000;23395.000000;23375.000000;23375.000000;0
20180201 003100;23380.000000;23385.000000;23380.000000;23385.000000;0
20180201 003200;23388.000000;23390.000000;23385.000000;23390.000000;0
20180201 003300;23385.000000;23390.000000;23385.000000;23390.000000;0
20180201 003400;23385.000000;23390.000000;23385.000000;23390.000000;0
20180201 003500;23395.000000;23395.000000;23395.000000;23395.000000;0
20180201 003600;23400.000000;23410.000000;23400.000000;23405.000000;0
20180201 003700;23410.000000;23415.000000;23410.000000;23415.000000;0
20180201 003800;23415.000000;23425.000000;23415.000000;23425.000000;0
20180201 003900;23428.000000;23430.000000;23420.000000;23420.000000;0
20180201 004000;23415.000000;23425.000000;23415.000000;23425.000000;0
20180201 004100;23425.000000;23430.000000;23420.000000;23430.000000;0
20180201 004200;23428.000000;23430.000000;23425.000000;23425.000000;0
20180201 004300;23420.000000;23425.000000;23420.000000;23425.000000;0
20180201 004400;23430.000000;23435.000000;23430.000000;23435.000000;0
20180201 004500;23430.000000;23430.000000;23430.000000;23430.000000;0
20180201 004600;23425.000000;23425.000000;23420.000000;23425.000000;0
20180201 004700;23420.000000;23430.000000;23420.000000;23425.000000;0
20180201 004800;23425.000000;23430.000000;23420.000000;23420.000000;0
20180201 004900;23425.000000;23430.000000;23420.000000;23430.000000;0
20180201 005100;23455.000000;23455.000000;23450.000000;23450.000000;0
20180201 005200;23455.000000;23455.000000;23450.000000;23455.000000;0
20180201 005300;23460.000000;23465.000000;23450.000000;23465.000000;0
20180201 005400;23470.000000;23478.000000;23465.000000;23470.000000;0
20180201 005500;23473.000000;23480.000000;23470.000000;23475.000000;0
20180201 005600;23470.000000;23470.000000;23465.000000;23465.000000;0
20180201 005700;23470.000000;23475.000000;23470.000000;23470.000000;0
20180201 005800;23468.000000;23468.000000;23460.000000;23465.000000;0
20180201 005900;23470.000000;23475.000000;23463.000000;23465.000000;0
20180201 010000;23463.000000;23470.000000;23450.000000;23455.000000;0
20180201 010100;23455.000000;23465.000000;23455.000000;23460.000000;0
20180201 010200;23460.000000;23460.000000;23455.000000;23460.000000;0
20180201 010300;23460.000000;23465.000000;23460.000000;23460.000000;0
20180201 010400;23460.000000;23465.000000;23460.000000;23460.000000;0
20180201 010500;23458.000000;23465.000000;23455.000000;23465.000000;0
20180201 010600;23468.000000;23470.000000;23465.000000;23465.000000;0
20180201 010700;23470.000000;23470.000000;23460.000000;23465.000000;0
20180201 010800;23470.000000;23470.000000;23460.000000;23460.000000;0
20180201 010900;23455.000000;23460.000000;23455.000000;23455.000000;0
20180201 011000;23450.000000;23458.000000;23445.000000;23455.000000;0
20180201 011100;23455.000000;23460.000000;23450.000000;23450.000000;0
20180201 011200;23455.000000;23460.000000;23455.000000;23455.000000;0
20180201 011300;23460.000000;23460.000000;23455.000000;23460.000000;0
20180201 011400;23458.000000;23458.000000;23445.000000;23445.000000;0
20180201 011500;23445.000000;23450.000000;23440.000000;23445.000000;0
20180201 011600;23440.000000;23445.000000;23440.000000;23440.000000;0
20180201 011800;23440.000000;23445.000000;23440.000000;23445.000000;0
20180201 011900;23440.000000;23445.000000;23440.000000;23440.000000;0
20180201 012000;23435.000000;23440.000000;23435.000000;23440.000000;0
20180201 012100;23435.000000;23440.000000;23430.000000;23435.000000;0
20180201 012200;23430.000000;23435.000000;23420.000000;23425.000000;0
20180201 012300;23425.000000;23430.000000;23425.000000;23430.000000;0
20180201 012400;23425.000000;23425.000000;23420.000000;23425.000000;0
20180201 012500;23425.000000;23425.000000;23425.000000;23425.000000;0
20180201 012600;23430.000000;23430.000000;23425.000000;23425.000000;0
20180201 012700;23423.000000;23425.000000;23420.000000;23425.000000;0
20180201 012800;23420.000000;23420.000000;23415.000000;23420.000000;0
20180201 012900;23415.000000;23415.000000;23410.000000;23415.000000;0
20180201 013000;23410.000000;23420.000000;23410.000000;23420.000000;0
20180201 013100;23415.000000;23415.000000;23415.000000;23415.000000;0
20180201 013200;23418.000000;23430.000000;23418.000000;23430.000000;0
20180201 013300;23435.000000;23435.000000;23425.000000;23430.000000;0
20180201 013500;23435.000000;23445.000000;23435.000000;23440.000000;0
20180201 013600;23443.000000;23445.000000;23443.000000;23445.000000;0
