time,close,high,low,open,volume
2013-07-01 06:30:00,0.16735,0.1675,0.16711,0.16716,15
2013-07-01 06:31:00,0.1675,0.1675,0.1674,0.1674,7
2013-07-01 06:32:00,0.1675,0.1675,0.1674,0.16745,6
2013-07-01 06:33:00,0.1675,0.1675,0.1674,0.16745,6
2013-07-01 06:34:00,0.1675,0.1675,0.1674,0.1674,3
2013-07-01 06:35:00,0.1675,0.1676,0.1675,0.1676,2
2013-07-01 06:36:00,0.1674,0.1674,0.16731,0.1674,5
2013-07-01 06:37:00,0.1674,0.1676,0.16735,0.16735,6
2013-07-01 06:38:00,0.16735,0.16735,0.16735,0.16735,1
2013-07-01 06:39:00,0.1675,0.1675,0.16731,0.16731,3
2013-07-01 06:48:00,0.1674,0.1674,0.1674,0.1674,1
2013-07-01 06:50:00,0.1675,0.1675,0.1675,0.1675,1
2013-07-01 06:53:00,0.1674,0.1675,0.1674,0.16745,3
2013-07-01 06:54:00,0.1675,0.1675,0.1675,0.1675,1
2013-07-01 06:57:00,0.1674,0.16745,0.1674,0.16745,4
2013-07-01 07:00:00,0.16724,0.16734,0.16724,0.16734,3
2013-07-01 07:02:00,0.16719,0.16719,0.16719,0.16719,1
2013-07-01 07:03:00,0.16714,0.16714,0.16714,0.16714,1
2013-07-01 07:09:00,0.16721,0.16721,0.16721,0.16721,1
2013-07-01 07:10:00,0.16731,0.16731,0.16731,0.16731,1
2013-07-01 07:12:00,0.16737,0.16737,0.16737,0.16737,1
2013-07-01 07:19:00,0.16731,0.16731,0.16731,0.16731,1
2013-07-01 07:27:00,0.16741,0.16741,0.16737,0.16737,2
2013-07-01 07:30:00,0.16741,0.16741,0.16731,0.16736,6
2013-07-01 07:31:00,0.16741,0.16741,0.16731,0.16736,5
2013-07-01 07:45:00,0.16747,0.16747,0.16747,0.16747,1
2013-07-01 07:46:00,0.16752,0.16752,0.16752,0.16752,1
2013-07-01 07:47:00,0.16757,0.16757,0.16757,0.16757,1
2013-07-01 07:48:00,0.16757,0.16757,0.1675,0.1675,4
2013-07-01 07:49:00,0.1675,0.1675,0.1675,0.1675,1
2013-07-01 07:51:00,0.16747,0.16747,0.16741,0.16741,2
2013-07-01 07:52:00,0.16741,0.16741,0.16741,0.16741,1
2013-07-01 07:56:00,0.16747,0.16747,0.16741,0.16747,3
2013-07-01 07:57:00,0.1676,0.1676,0.16752,0.16752,2
2013-07-01 07:58:00,0.1676,0.1676,0.16755,0.16755,4
2013-07-01 07:59:00,0.1675,0.1675,0.1675,0.1675,1
