20180101 180000;22685.000000;22705.000000;22685.000000;22705.000000;0
20180101 180100;22710.000000;22725.000000;22710.000000;22720.000000;0
20180101 180200;22725.000000;22725.000000;22725.000000;22725.000000;0
20180101 180300;22730.000000;22740.000000;22730.000000;22740.000000;0
20180101 180400;22745.000000;22745.000000;22740.000000;22740.000000;0
20180101 180500;22740.000000;22740.000000;22740.000000;22740.000000;0
20180101 180600;22745.000000;22750.000000;22745.000000;22750.000000;0
20180101 180700;22755.000000;22755.000000;22755.000000;22755.000000;0
20180101 180800;22750.000000;22765.000000;22750.000000;22765.000000;0
20180101 180900;22755.000000;22760.000000;22755.000000;22755.000000;0
20180101 181000;22760.000000;22760.000000;22760.000000;22760.000000;0
20180101 181300;22755.000000;22755.000000;22755.000000;22755.000000;0
20180101 181500;22755.000000;22760.000000;22755.000000;22755.000000;0
20180101 181600;22760.000000;22760.000000;22755.000000;22755.000000;0
20180101 181800;22755.000000;22755.000000;22755.000000;22755.000000;0
20180101 182000;22758.000000;22785.000000;22758.000000;22775.000000;0
20180101 182100;22778.000000;22780.000000;22778.000000;22780.000000;0
20180101 182300;22775.000000;22780.000000;22775.000000;22780.000000;0
20180101 182500;22783.000000;22785.000000;22783.000000;22785.000000;0
20180101 182600;22790.000000;22790.000000;22785.000000;22790.000000;0
20180101 182700;22785.000000;22815.000000;22785.000000;22815.000000;0
20180101 182800;22820.000000;22825.000000;22820.000000;22820.000000;0
20180101 182900;22820.000000;22845.000000;22820.000000;22845.000000;0
20180101 183000;22845.000000;22855.000000;22835.000000;22855.000000;0
20180101 183100;22850.000000;22850.000000;22835.000000;22845.000000;0
20180101 183200;22835.000000;22835.000000;22820.000000;22820.000000;0
20180101 183300;22815.000000;22835.000000;22815.000000;22825.000000;0
20180101 183400;22825.000000;22830.000000;22825.000000;22825.000000;0
20180101 183500;22825.000000;22825.000000;22825.000000;22825.000000;0
20180101 183600;22825.000000;22830.000000;22825.000000;22825.000000;0
20180101 183700;22830.000000;22835.000000;22830.000000;22835.000000;0
20180101 183800;22830.000000;22835.000000;22825.000000;22830.000000;0
20180101 183900;22830.000000;22835.000000;22830.000000;22835.000000;0
20180101 184000;22830.000000;22830.000000;22825.000000;22825.000000;0
20180101 184100;22830.000000;22830.000000;22825.000000;22830.000000;0
20180101 184300;22835.000000;22835.000000;22835.000000;22835.000000;0
20180101 184400;22838.000000;22840.000000;22835.000000;22835.000000;0
20180101 184500;22835.000000;22835.000000;22835.000000;22835.000000;0
20180101 184600;22835.000000;22835.000000;22830.000000;22830.000000;0
20180101 184700;22835.000000;22835.000000;22835.000000;22835.000000;0
20180101 184800;22835.000000;22835.000000;22835.000000;22835.000000;0
20180101 185400;22835.000000;22840.000000;22835.000000;22840.000000;0
20180101 185600;22838.000000;22838.000000;22835.000000;22835.000000;0
20180101 185700;22840.000000;22840.000000;22835.000000;22835.000000;0
20180101 185900;22840.000000;22840.000000;22840.000000;22840.000000;0
20180101 190200;22835.000000;22835.000000;22835.000000;22835.000000;0
20180101 190500;22835.000000;22835.000000;22830.000000;22830.000000;0
20180101 190600;22830.000000;22830.000000;22830.000000;22830.000000;0
20180101 190700;22828.000000;22828.000000;22825.000000;22825.000000;0
20180101 190900;22825.000000;22830.000000;22825.000000;22830.000000;0
20180101 191000;22828.000000;22828.000000;22825.000000;22825.000000;0
20180101 191100;22820.000000;22820.000000;22820.000000;22820.000000;0
20180101 191200;22820.000000;22825.000000;22820.000000;22825.000000;0
20180101 191300;22820.000000;22825.000000;22820.000000;22820.000000;0
20180101 191400;22820.000000;22820.000000;22820.000000;22820.000000;0
20180101 191900;22825.000000;22825.000000;22825.000000;22825.000000;0
20180101 192000;22820.000000;22825.000000;22820.000000;22825.000000;0
20180101 192100;22825.000000;22830.000000;22825.000000;22830.000000;0
20180101 192500;22825.000000;22830.000000;22825.000000;22830.000000;0
20180101 192600;22830.000000;22830.000000;22830.000000;22830.000000;0
20180101 192700;22835.000000;22835.000000;22835.000000;22835.000000;0
20180101 192800;22840.000000;22840.000000;22840.000000;22840.000000;0
20180101 192900;22840.000000;22850.000000;22840.000000;22850.000000;0
20180101 193000;22845.000000;22850.000000;22845.000000;22845.000000;0
20180101 193100;22845.000000;22845.000000;22845.000000;22845.000000;0
20180101 193200;22850.000000;22850.000000;22850.000000;22850.000000;0
20180101 193300;22850.000000;22850.000000;22850.000000;22850.000000;0
20180101 193400;22855.000000;22855.000000;22855.000000;22855.000000;0
20180101 193500;22855.000000;22860.000000;22855.000000;22860.000000;0
20180101 193600;22860.000000;22860.000000;22860.000000;22860.000000;0
20180101 193700;22865.000000;22865.000000;22860.000000;22860.000000;0
20180101 193800;22860.000000;22865.000000;22860.000000;22860.000000;0
20180101 193900;22865.000000;22865.000000;22860.000000;22865.000000;0
20180101 194000;22865.000000;22870.000000;22865.000000;22870.000000;0
20180101 194100;22870.000000;22870.000000;22870.000000;22870.000000;0
20180101 194200;22875.000000;22875.000000;22870.000000;22870.000000;0
20180101 194300;22875.000000;22890.000000;22875.000000;22890.000000;0
20180101 194400;22890.000000;22890.000000;22885.000000;22885.000000;0
20180101 194500;22890.000000;22890.000000;22885.000000;22890.000000;0
20180101 194600;22885.000000;22890.000000;22885.000000;22885.000000;0
20180101 194700;22885.000000;22890.000000;22885.000000;22885.000000;0
20180101 194800;22885.000000;22890.000000;22885.000000;22890.000000;0
20180101 195000;22885.000000;22885.000000;22885.000000;22885.000000;0
20180101 195100;22885.000000;22885.000000;22885.000000;22885.000000;0
