date,open,high,low,close
2018-01-01 00:31:00,13699.87,13699.89,13672.61,13699.0
2018-01-01 00:32:00,13686.37,13721.37,13669.9,13721.36
2018-01-01 00:33:00,13721.37,13754.07,13711.39,13711.4
2018-01-01 00:34:00,13711.4,13727.89,13655.4,13664.97
2018-01-01 00:35:00,13664.98,13727.66,13664.98,13727.65
2018-01-01 00:36:00,13727.07,13727.09,13727.05,13727.05
2018-01-01 00:37:00,13712.0,13728.17,13668.36,13701.55
2018-01-01 00:38:00,13669.33,13710.87,13669.33,13707.8
2018-01-01 00:39:00,13669.34,13707.84,13669.33,13707.84
2018-01-01 00:40:00,13727.5,13731.55,13632.17,13705.98
2018-01-01 00:41:00,13671.51,13672.44,13646.56,13671.73
2018-01-01 00:42:00,13647.56,13671.73,13632.07,13633.25
2018-01-01 00:43:00,13633.25,13670.99,13631.95,13631.95
2018-01-01 00:44:00,13670.96,13670.99,13631.95,13664.0
2018-01-01 00:45:00,13664.0,13682.78,13631.95,13661.67
2018-01-01 00:46:00,13661.67,13680.82,13661.67,13680.82
2018-01-01 00:47:00,13680.82,13707.83,13655.72,13707.77
2018-01-01 00:48:00,13715.99,13720.0,13700.01,13720.0
2018-01-01 00:49:00,13720.02,13720.02,13700.0,13720.01
2018-01-01 00:50:00,13720.01,13742.3,13653.17,13655.53
2018-01-01 00:51:00,13662.36,13733.9,13662.36,13710.0
2018-01-01 00:52:00,13732.84,13733.13,13669.62,13669.62
2018-01-01 00:53:00,13704.48,13704.48,13668.55,13704.47
2018-01-01 00:54:00,13693.59,13693.59,13690.79,13690.8
2018-01-01 00:55:00,13668.53,13668.53,13622.04,13622.04
2018-01-01 00:56:00,13622.04,13630.01,13600.26,13630.01
2018-01-01 00:57:00,13601.03,13630.0,13601.0,13623.35
2018-01-01 00:58:00,13628.55,13651.85,13601.0,13651.84
2018-01-01 00:59:00,13633.64,13668.52,13633.64,13668.52
2018-01-01 01:00:00,13635.06,13681.38,13635.06,13681.38
2018-01-01 01:01:00,13636.07,13678.89,13636.07,13678.89
2018-01-01 01:02:00,13678.9,13679.98,13656.0,13656.0
2018-01-01 01:03:00,13656.0,13675.65,13656.0,13674.74
2018-01-01 01:04:00,13675.42,13676.13,13657.02,13676.13
2018-01-01 01:05:00,13676.13,13680.0,13660.0,13666.7
2018-01-01 01:06:00,13679.53,13679.7,13660.0,13660.0
2018-01-01 01:07:00,13660.0,13679.6,13600.0,13600.0
2018-01-01 01:08:00,13600.02,13610.22,13597.97,13610.22
2018-01-01 01:09:00,13608.04,13609.81,13564.05,13574.02
2018-01-01 01:10:00,13587.0,13595.35,13564.05,13567.0
2018-01-01 01:11:00,13567.0,13614.05,13564.07,13614.03
2018-01-01 01:12:00,13614.03,13614.06,13585.3,13614.06
2018-01-01 01:13:00,13600.0,13600.0,13565.69,13600.0
2018-01-01 01:14:00,13600.0,13600.0,13600.0,13600.0
2018-01-01 01:15:00,13600.0,13600.0,13565.19,13599.0
2018-01-01 01:16:00,13567.78,13599.0,13564.07,13597.0
2018-01-01 01:17:00,13597.01,13647.0,13576.26,13644.96
2018-01-01 01:18:00,13643.9,13643.9,13604.69,13618.47
2018-01-01 01:19:00,13642.92,13675.34,13605.01,13647.47
2018-01-01 01:20:00,13675.24,13694.09,13647.47,13694.09
2018-01-01 01:21:00,13694.08,13694.11,13694.08,13694.11
2018-01-01 01:22:00,13694.11,13704.42,13662.0,13703.26
2018-01-01 01:23:00,13703.15,13703.15,13630.58,13690.68
2018-01-01 01:24:00,13690.57,13690.57,13610.68,13651.23
2018-01-01 01:25:00,13651.23,13651.25,13651.23,13651.25
2018-01-01 01:26:00,13651.25,13651.25,13618.98,13651.25
2018-01-01 01:27:00,13651.24,13651.24,13651.21,13651.22
2018-01-01 01:28:00,13651.21,13651.21,13640.0,13650.99
2018-01-01 01:29:00,13650.97,13651.0,13610.61,13651.0
2018-01-01 01:30:00,13650.99,13651.0,13650.99,13651.0
2018-01-01 01:31:00,13649.98,13649.98,13648.02,13648.04
2018-01-01 01:32:00,13648.05,13648.05,13611.02,13628.91
2018-01-01 01:33:00,13628.9,13629.91,13597.01,13597.01
2018-01-01 01:34:00,13590.59,13590.59,13564.05,13564.05
2018-01-01 01:35:00,13564.05,13577.3,13564.05,13577.29
2018-01-01 01:36:00,13565.05,13577.3,13564.06,13577.3
2018-01-01 01:37:00,13581.98,13581.98,13564.06,13581.98
2018-01-01 01:38:00,13564.05,13581.98,13564.05,13581.98
2018-01-01 01:39:00,13581.98,13581.98,13564.05,13581.98
2018-01-01 01:40:00,13581.97,13581.98,13563.0,13563.0
2018-01-01 01:41:00,13563.0,13564.2,13496.48,13496.48
2018-01-01 01:42:00,13496.48,13496.48,13460.6,13460.6
2018-01-01 01:43:00,13460.87,13489.55,13460.6,13489.55
2018-01-01 01:44:00,13489.55,13537.42,13467.16,13499.98
2018-01-01 01:45:00,13483.89,13497.02,13483.89,13497.02
2018-01-01 01:46:00,13493.15,13493.15,13429.27,13429.27
2018-01-01 01:47:00,13450.0,13466.55,13441.7,13464.26
2018-01-01 01:48:00,13464.26,13478.2,13441.7,13441.7
2018-01-01 01:49:00,13478.1,13478.17,13429.26,13478.05
2018-01-01 01:50:00,13478.05,13478.08,13477.39,13478.08
2018-01-01 01:51:00,13478.09,13478.11,13443.1,13443.1
2018-01-01 01:52:00,13444.08,13472.69,13429.25,13438.96
2018-01-01 01:53:00,13438.96,13438.96,13429.25,13438.96
2018-01-01 01:54:00,13429.26,13438.96,13429.25,13429.25
2018-01-01 01:55:00,13429.25,13429.25,13365.0,13365.0
2018-01-01 01:56:00,13365.0,13365.0,13347.0,13347.0
2018-01-01 01:57:00,13342.0,13345.9,13329.03,13332.01
2018-01-01 01:58:00,13330.01,13341.0,13312.94,13341.0
2018-01-01 01:59:00,13341.0,13406.55,13341.0,13355.0
2018-01-01 02:00:00,13355.0,13380.86,13355.0,13380.0
2018-01-01 02:01:00,13380.82,13441.78,13380.81,13441.78
2018-01-01 02:02:00,13420.54,13457.0,13390.02,13452.34
2018-01-01 02:03:00,13450.8,13501.44,13403.1,13420.01
2018-01-01 02:04:00,13420.01,13497.25,13391.04,13490.94
2018-01-01 02:05:00,13490.94,13532.2,13434.57,13532.18
2018-01-01 02:06:00,13490.94,13536.88,13425.0,13425.0
2018-01-01 02:07:00,13425.0,13475.01,13375.0,13441.78
2018-01-01 02:08:00,13441.77,13460.0,13380.0,13385.6
2018-01-01 02:09:00,13385.61,13459.99,13385.61,13459.18
2018-01-01 02:10:00,13417.4,13460.0,13417.4,13460.0
2018-01-01 02:11:00,13460.0,13460.0,13441.84,13441.84
2018-01-01 02:12:00,13460.0,13491.13,13460.0,13491.13
2018-01-01 02:13:00,13491.13,13491.13,13450.49,13450.49
2018-01-01 02:14:00,13470.86,13491.13,13450.78,13450.85
2018-01-01 02:15:00,13490.08,13490.09,13450.0,13458.92
2018-01-01 02:16:00,13485.44,13485.44,13450.0,13450.0
2018-01-01 02:17:00,13450.0,13483.21,13450.0,13482.05
2018-01-01 02:18:00,13478.86,13478.87,13380.0,13401.67
2018-01-01 02:19:00,13401.67,13415.26,13355.0,13355.0
2018-01-01 02:20:00,13355.0,13373.8,13340.95,13373.8
2018-01-01 02:21:00,13373.8,13373.8,13373.8,13373.8
2018-01-01 02:22:00,13373.8,13421.36,13346.5,13421.36
2018-01-01 02:23:00,13425.42,13459.91,13421.36,13443.43
2018-01-01 02:24:00,13439.0,13459.29,13421.36,13459.17
2018-01-01 02:25:00,13450.0,13459.07,13450.0,13450.0
2018-01-01 02:26:00,13421.37,13450.0,13421.36,13450.0
2018-01-01 02:27:00,13422.36,13430.71,13421.3,13430.71
2018-01-01 02:28:00,13430.71,13430.73,13422.3,13422.3
2018-01-01 02:29:00,13430.72,13430.72,13346.1,13346.1
2018-01-01 02:30:00,13346.1,13377.58,13340.95,13377.58
2018-01-01 02:31:00,13390.67,13390.67,13390.67,13390.67
2018-01-01 02:32:00,13364.4,13399.57,13364.37,13364.37
2018-01-01 02:33:00,13399.35,13419.86,13383.38,13392.95
2018-01-01 02:34:00,13420.07,13449.59,13378.81,13439.97
2018-01-01 02:35:00,13439.97,13439.98,13439.88,13439.88
2018-01-01 02:36:00,13415.81,13415.81,13415.81,13415.81
2018-01-01 02:37:00,13398.74,13398.74,13365.95,13365.95
2018-01-01 02:38:00,13364.37,13366.96,13355.95,13366.96
2018-01-01 02:39:00,13365.65,13365.65,13307.03,13307.06
2018-01-01 02:40:00,13340.22,13354.67,13320.0,13320.0
2018-01-01 02:41:00,13311.0,13320.0,13302.02,13320.0
2018-01-01 02:42:00,13320.0,13320.0,13302.02,13320.0
2018-01-01 02:43:00,13320.0,13350.0,13303.09,13350.0
2018-01-01 02:44:00,13350.0,13400.0,13350.0,13400.0
2018-01-01 02:45:00,13400.0,13445.07,13381.0,13445.07
2018-01-01 02:46:00,13400.03,13445.09,13400.03,13445.09
2018-01-01 02:47:00,13435.94,13450.0,13435.93,13450.0
2018-01-01 02:48:00,13445.09,13450.0,13445.08,13449.98
2018-01-01 02:49:00,13450.0,13450.0,13401.03,13449.99
2018-01-01 02:50:00,13449.99,13450.0,13405.44,13421.11
2018-01-01 02:51:00,13450.0,13450.0,13430.0,13430.0
2018-01-01 02:52:00,13430.01,13450.0,13394.29,13394.29
2018-01-01 02:53:00,13450.0,13450.0,13377.11,13377.11
2018-01-01 02:54:00,13367.11,13431.89,13352.46,13431.89
2018-01-01 02:55:00,13368.13,13415.0,13368.1,13368.1
2018-01-01 02:56:00,13368.1,13388.62,13368.1,13368.1
2018-01-01 02:57:00,13368.1,13383.02,13368.1,13383.0
2018-01-01 02:58:00,13387.69,13429.09,13387.46,13429.09
2018-01-01 02:59:00,13406.77,13429.09,13386.43,13429.08
2018-01-01 03:00:00,13407.98,13495.81,13407.98,13459.95
2018-01-01 03:01:00,13459.93,13459.99,13401.01,13401.01
2018-01-01 03:02:00,13401.01,13462.5,13367.13,13429.21
2018-01-01 03:03:00,13429.21,13429.21,13341.79,13397.14
2018-01-01 03:04:00,13407.14,13447.42,13358.11,13358.11
2018-01-01 03:05:00,13321.91,13404.99,13321.9,13350.78
2018-01-01 03:06:00,13404.99,13404.99,13368.17,13404.83
2018-01-01 03:07:00,13404.99,13421.28,13404.99,13421.28
2018-01-01 03:08:00,13421.31,13421.31,13357.6,13370.2
2018-01-01 03:09:00,13395.17,13421.34,13380.0,13421.0
2018-01-01 03:10:00,13402.17,13430.0,13402.17,13430.0
2018-01-01 03:11:00,13402.17,13430.0,13402.17,13430.0
2018-01-01 03:12:00,13421.0,13463.58,13421.0,13463.58
2018-01-01 03:13:00,13463.58,13486.46,13454.0,13486.46
2018-01-01 03:14:00,13496.61,13519.0,13470.0,13516.99
2018-01-01 03:15:00,13516.99,13517.0,13470.0,13517.0
2018-01-01 03:16:00,13517.0,13519.0,13485.34,13491.06
2018-01-01 03:17:00,13485.35,13529.0,13470.01,13470.01
2018-01-01 03:18:00,13500.47,13528.93,13441.53,13441.53
2018-01-01 03:19:00,13441.53,13528.0,13421.96,13436.64
2018-01-01 03:20:00,13429.59,13524.55,13428.03,13523.51
2018-01-01 03:21:00,13523.47,13523.47,13522.63,13522.63
2018-01-01 03:22:00,13500.0,13527.52,13500.0,13527.47
2018-01-01 03:23:00,13522.44,13528.0,13522.44,13527.98
2018-01-01 03:24:00,13508.46,13529.0,13508.46,13529.0
2018-01-01 03:25:00,13508.46,13564.0,13501.0,13564.0
2018-01-01 03:26:00,13564.0,13597.96,13553.36,13597.96
2018-01-01 03:27:00,13595.99,13631.98,13525.0,13596.31
2018-01-01 03:28:00,13596.25,13604.81,13524.95,13524.95
2018-01-01 03:29:00,13574.99,13603.96,13574.99,13602.71
2018-01-01 03:30:00,13586.2,13605.98,13586.2,13587.2
2018-01-01 03:31:00,13586.2,13600.04,13586.2,13599.41
2018-01-01 03:32:00,13599.38,13617.82,13586.2,13617.82
2018-01-01 03:33:00,13625.38,13628.69,13599.44,13627.96
2018-01-01 03:34:00,13628.69,13630.9,13614.17,13628.64
2018-01-01 03:35:00,13628.01,13640.0,13628.01,13628.01
2018-01-01 03:36:00,13628.01,13640.0,13600.01,13600.01
2018-01-01 03:37:00,13600.01,13609.47,13556.14,13609.46
2018-01-01 03:38:00,13595.06,13595.06,13539.95,13540.58
2018-01-01 03:39:00,13548.45,13559.28,13523.0,13559.28
2018-01-01 03:40:00,13513.05,13559.28,13513.05,13559.28
2018-01-01 03:41:00,13548.57,13563.66,13548.57,13563.66
2018-01-01 03:42:00,13561.0,13595.0,13539.85,13539.85
2018-01-01 03:43:00,13540.81,13611.64,13527.87,13527.87
2018-01-01 03:44:00,13580.81,13580.81,13528.37,13580.81
2018-01-01 03:45:00,13580.81,13609.43,13511.16,13577.18
2018-01-01 03:46:00,13578.84,13579.12,13578.84,13579.12
2018-01-01 03:47:00,13530.18,13589.2,13530.18,13589.2
2018-01-01 03:48:00,13530.18,13589.16,13530.18,13552.19
2018-01-01 03:49:00,13579.95,13579.95,13500.73,13500.77
2018-01-01 03:50:00,13501.2,13534.42,13499.95,13499.95
2018-01-01 03:51:00,13496.6,13534.34,13469.43,13519.43
2018-01-01 03:52:00,13504.76,13504.76,13469.41,13469.41
2018-01-01 03:53:00,13504.75,13505.84,13504.75,13505.84
2018-01-01 03:54:00,13492.1,13492.1,13492.1,13492.1
2018-01-01 03:55:00,13487.85,13487.85,13487.85,13487.85
2018-01-01 03:56:00,13481.66,13481.66,13481.66,13481.66
2018-01-01 03:57:00,13481.65,13481.66,13461.0,13461.0
2018-01-01 03:58:00,13476.02,13476.03,13461.0,13476.03
2018-01-01 03:59:00,13475.98,13481.73,13475.98,13481.73
2018-01-01 04:00:00,13481.73,13497.56,13462.5,13470.0
2018-01-01 04:01:00,13470.0,13497.56,13439.2,13487.74
2018-01-01 04:02:00,13487.68,13490.0,13476.98,13489.98
2018-01-01 04:03:00,13476.88,13490.0,13476.88,13477.88
2018-01-01 04:04:00,13476.88,13476.88,13476.88,13476.88
2018-01-01 04:05:00,13477.88,13497.56,13439.0,13497.56
2018-01-01 04:06:00,13497.55,13497.56,13440.96,13497.55
2018-01-01 04:07:00,13440.09,13440.09,13429.36,13429.36
2018-01-01 04:08:00,13440.76,13497.55,13408.96,13441.76
2018-01-01 04:09:00,13409.5,13464.73,13409.48,13450.52
2018-01-01 04:10:00,13450.52,13464.7,13436.96,13436.96
2018-01-01 04:11:00,13421.96,13423.16,13399.0,13399.0
2018-01-01 04:12:00,13417.36,13417.36,13379.02,13379.02
2018-01-01 04:13:00,13389.99,13411.68,13389.99,13410.76
2018-01-01 04:14:00,13429.02,13430.55,13410.76,13430.55
2018-01-01 04:15:00,13430.55,13430.55,13411.76,13427.73
2018-01-01 04:16:00,13420.57,13436.6,13420.57,13427.27
2018-01-01 04:17:00,13420.35,13420.35,13372.41,13372.41
2018-01-01 04:18:00,13420.35,13420.35,13420.35,13420.35
2018-01-01 04:19:00,13374.05,13396.21,13373.58,13373.58
2018-01-01 04:20:00,13396.21,13396.21,13373.58,13391.8
2018-01-01 04:21:00,13391.8,13395.15,13372.73,13372.73
2018-01-01 04:22:00,13391.82,13404.89,13377.79,13404.89
2018-01-01 04:23:00,13408.24,13478.88,13408.24,13478.88
2018-01-01 04:24:00,13452.03,13462.11,13420.4,13462.1
2018-01-01 04:25:00,13462.1,13518.61,13462.1,13478.42
2018-01-01 04:26:00,13514.42,13520.02,13503.17,13520.02
2018-01-01 04:27:00,13520.02,13536.02,13465.83,13465.89
2018-01-01 04:28:00,13480.55,13559.35,13480.52,13550.77
2018-01-01 04:29:00,13500.82,13549.42,13483.31,13483.82
2018-01-01 04:30:00,13483.81,13565.62,13483.79,13565.62
2018-01-01 04:31:00,13557.67,13557.67,13493.22,13557.62
2018-01-01 04:32:00,13565.62,13565.62,13520.84,13565.59
2018-01-01 04:33:00,13520.14,13565.56,13520.14,13565.56
2018-01-01 04:34:00,13565.5,13600.0,13521.45,13521.45
2018-01-01 04:35:00,13557.78,13600.49,13557.78,13600.0
2018-01-01 04:36:00,13600.0,13603.7,13600.0,13600.0
2018-01-01 04:37:00,13603.7,13613.17,13600.0,13600.0
2018-01-01 04:38:00,13600.0,13614.23,13600.0,13600.0
2018-01-01 04:39:00,13616.76,13616.82,13600.0,13600.0
2018-01-01 04:40:00,13603.13,13605.99,13600.0,13600.0
2018-01-01 04:41:00,13600.0,13605.88,13600.0,13600.0
2018-01-01 04:42:00,13605.85,13620.01,13600.01,13616.0
2018-01-01 04:43:00,13616.0,13640.59,13606.68,13640.59
2018-01-01 04:44:00,13620.0,13631.49,13609.36,13610.36
2018-01-01 04:45:00,13606.23,13646.0,13606.23,13635.24
2018-01-01 04:46:00,13650.59,13681.04,13650.0,13650.0
2018-01-01 04:47:00,13650.0,13655.0,13650.0,13655.0
2018-01-01 04:48:00,13655.0,13655.0,13650.0,13650.0
2018-01-01 04:49:00,13654.99,13654.99,13642.54,13642.55
2018-01-01 04:50:00,13642.54,13642.54,13576.0,13626.75
2018-01-01 04:51:00,13572.81,13629.99,13572.81,13580.0
2018-01-01 04:52:00,13580.0,13642.39,13580.0,13642.3
2018-01-01 04:53:00,13642.24,13642.24,13580.0,13642.22
2018-01-01 04:54:00,13642.22,13642.39,13642.22,13642.39
2018-01-01 04:55:00,13624.96,13642.39,13607.22,13642.39
2018-01-01 04:56:00,13642.39,13676.26,13642.39,13676.26
2018-01-01 04:57:00,13612.61,13699.14,13596.02,13600.33
2018-01-01 04:58:00,13600.33,13679.65,13600.33,13679.65
2018-01-01 04:59:00,13629.65,13697.0,13629.65,13697.0
2018-01-01 05:00:00,13681.04,13681.04,13637.93,13646.48
2018-01-01 05:01:00,13646.48,13658.75,13610.18,13658.75
2018-01-01 05:02:00,13616.93,13616.93,13610.06,13610.22
2018-01-01 05:03:00,13610.27,13639.09,13610.27,13639.09
2018-01-01 05:04:00,13635.35,13636.35,13620.0,13620.0
2018-01-01 05:05:00,13620.0,13634.15,13610.0,13610.0
2018-01-01 05:06:00,13610.0,13650.18,13590.42,13600.56
2018-01-01 05:07:00,13593.99,13595.41,13566.93,13580.0
2018-01-01 05:08:00,13580.0,13580.0,13547.59,13579.0
2018-01-01 05:09:00,13571.28,13571.28,13550.0,13565.0
2018-01-01 05:10:00,13565.0,13571.28,13550.0,13550.0
2018-01-01 05:11:00,13560.05,13560.05,13505.48,13505.52
2018-01-01 05:12:00,13538.6,13538.6,13519.75,13535.79
2018-01-01 05:13:00,13539.16,13545.92,13519.75,13545.92
2018-01-01 05:14:00,13541.75,13548.51,13533.98,13533.98
2018-01-01 05:15:00,13550.0,13567.16,13533.97,13556.99
2018-01-01 05:16:00,13548.54,13581.79,13548.54,13575.02
2018-01-01 05:17:00,13575.02,13614.08,13575.02,13590.85
2018-01-01 05:18:00,13605.33,13676.8,13604.99,13676.69
2018-01-01 05:19:00,13676.69,13697.0,13605.06,13605.06
2018-01-01 05:20:00,13606.04,13646.77,13600.0,13637.01
2018-01-01 05:21:00,13620.0,13620.0,13534.96,13534.96
2018-01-01 05:22:00,13534.96,13550.79,13520.9,13521.85
2018-01-01 05:23:00,13520.85,13550.0,13520.71,13550.0
2018-01-01 05:24:00,13549.99,13550.0,13520.7,13520.7
2018-01-01 05:25:00,13550.0,13550.0,13550.0,13550.0
2018-01-01 05:26:00,13549.98,13551.0,13520.0,13520.0
2018-01-01 05:27:00,13533.05,13533.31,13510.01,13510.01
2018-01-01 05:28:00,13510.01,13521.01,13491.34,13511.01
2018-01-01 05:29:00,13511.01,13584.92,13506.51,13548.36
2018-01-01 05:30:00,13548.36,13581.86,13548.36,13576.9
2018-01-01 05:31:00,13577.22,13600.0,13550.0,13550.0
2018-01-01 05:32:00,13550.01,13551.01,13550.0,13550.0
2018-01-01 05:33:00,13550.0,13571.7,13520.37,13549.95
2018-01-01 05:34:00,13550.0,13550.0,13521.0,13550.0
2018-01-01 05:35:00,13549.99,13549.99,13546.99,13546.99
2018-01-01 05:36:00,13546.96,13546.97,13483.05,13490.0
2018-01-01 05:37:00,13490.0,13546.79,13490.0,13546.79
2018-01-01 05:38:00,13550.83,13560.3,13498.04,13559.61
2018-01-01 05:39:00,13559.36,13559.36,13497.0,13497.0
2018-01-01 05:40:00,13496.77,13554.98,13491.72,13554.98
2018-01-01 05:41:00,13554.71,13554.71,13501.73,13501.75
2018-01-01 05:42:00,13501.74,13554.99,13495.01,13554.98
2018-01-01 05:43:00,13518.82,13525.53,13518.82,13518.82
2018-01-01 05:44:00,13525.58,13570.98,13525.58,13530.95
2018-01-01 05:45:00,13570.56,13570.56,13546.67,13546.67
2018-01-01 05:46:00,13526.58,13563.06,13525.58,13525.58
2018-01-01 05:47:00,13559.78,13559.78,13559.78,13559.78
2018-01-01 05:48:00,13530.0,13530.0,13500.0,13500.0
2018-01-01 05:49:00,13513.93,13513.93,13495.0,13499.91
2018-01-01 05:50:00,13495.0,13513.92,13495.0,13513.92
2018-01-01 05:51:00,13513.93,13549.0,13513.93,13549.0
2018-01-01 05:52:00,13549.0,13549.0,13549.0,13549.0
2018-01-01 05:53:00,13549.0,13549.0,13549.0,13549.0
2018-01-01 05:54:00,13549.0,13580.0,13549.0,13580.0
2018-01-01 05:55:00,13540.35,13540.35,13540.34,13540.34
2018-01-01 05:56:00,13540.34,13569.3,13540.34,13569.3
2018-01-01 05:57:00,13569.24,13579.52,13569.24,13570.0
2018-01-01 05:58:00,13570.0,13570.0,13569.98,13569.98
2018-01-01 05:59:00,13569.99,13569.99,13569.99,13569.99
2018-01-01 06:00:00,13569.36,13569.36,13540.34,13568.81
2018-01-01 06:01:00,13540.34,13568.43,13540.34,13540.34
2018-01-01 06:02:00,13568.08,13568.08,13540.34,13541.34
2018-01-01 06:03:00,13540.34,13541.34,13517.1,13517.1
2018-01-01 06:04:00,13517.1,13557.11,13495.01,13545.33
2018-01-01 06:05:00,13545.0,13545.0,13495.0,13495.0
2018-01-01 06:06:00,13495.0,13533.08,13490.0,13532.5
2018-01-01 06:07:00,13490.0,13532.21,13483.0,13519.09
2018-01-01 06:08:00,13518.74,13531.62,13487.01,13487.01
2018-01-01 06:09:00,13537.08,13537.08,13483.01,13488.39
2018-01-01 06:10:00,13532.94,13542.8,13532.93,13542.8
2018-01-01 06:11:00,13542.23,13559.97,13542.21,13547.0
2018-01-01 06:12:00,13546.99,13547.0,13502.45,13546.99
2018-01-01 06:13:00,13546.98,13567.09,13546.96,13567.06
2018-01-01 06:14:00,13542.11,13543.0,13504.83,13542.97
2018-01-01 06:15:00,13542.98,13545.5,13503.0,13505.81
2018-01-01 06:16:00,13504.91,13521.83,13504.0,13521.83
2018-01-01 06:17:00,13521.83,13528.59,13504.0,13510.0
2018-01-01 06:18:00,13510.0,13554.98,13510.0,13512.15
2018-01-01 06:19:00,13521.71,13560.96,13515.36,13515.36
2018-01-01 06:20:00,13560.8,13570.0,13528.29,13569.87
2018-01-01 06:21:00,13541.41,13600.0,13541.41,13600.0
2018-01-01 06:22:00,13570.01,13637.75,13568.03,13621.11
2018-01-01 06:23:00,13621.11,13679.01,13621.11,13669.94
2018-01-01 06:24:00,13669.99,13745.87,13647.68,13707.7
2018-01-01 06:25:00,13687.53,13704.0,13687.53,13687.82
2018-01-01 06:26:00,13687.82,13768.78,13687.82,13716.56
2018-01-01 06:27:00,13721.3,13768.78,13695.91,13695.91
2018-01-01 06:28:00,13695.7,13745.9,13689.6,13743.81
2018-01-01 06:29:00,13700.22,13743.76,13687.82,13687.82
2018-01-01 06:30:00,13685.88,13700.12,13662.07,13685.81
2018-01-01 06:31:00,13688.83,13688.83,13670.24,13670.24
2018-01-01 06:32:00,13670.51,13688.83,13670.51,13670.72
2018-01-01 06:33:00,13718.99,13719.0,13670.08,13718.52
2018-01-01 06:34:00,13671.71,13699.11,13650.05,13651.36
2018-01-01 06:35:00,13651.33,13651.35,13650.0,13651.35
2018-01-01 06:36:00,13650.01,13674.41,13650.0,13674.41
2018-01-01 06:37:00,13687.29,13719.96,13661.3,13678.92
2018-01-01 06:38:00,13721.45,13766.89,13690.9,13700.01
2018-01-01 06:39:00,13749.53,13749.53,13700.01,13700.01
2018-01-01 06:40:00,13700.01,13748.69,13700.01,13704.7
2018-01-01 06:41:00,13705.16,13745.22,13705.16,13710.01
2018-01-01 06:42:00,13710.05,13710.07,13710.02,13710.02
2018-01-01 06:43:00,13739.93,13768.78,13710.14,13762.61
2018-01-01 06:44:00,13718.21,13784.26,13718.01,13774.51
2018-01-01 06:45:00,13784.25,13787.0,13773.79,13780.0
2018-01-01 06:46:00,13783.64,13792.01,13780.0,13789.48
2018-01-01 06:47:00,13789.48,13792.01,13780.0,13780.0
2018-01-01 06:48:00,13780.0,13787.43,13780.0,13787.42
2018-01-01 06:49:00,13787.42,13787.44,13787.42,13787.44
2018-01-01 06:50:00,13787.43,13803.2,13784.66,13803.2
2018-01-01 06:51:00,13797.56,13837.71,13788.86,13802.17
2018-01-01 06:52:00,13819.3,13906.99,13803.2,13846.5
2018-01-01 06:53:00,13859.92,13906.99,13859.92,13889.96
2018-01-01 06:54:00,13895.03,13895.03,13835.14,13868.51
2018-01-01 06:55:00,13856.93,13880.0,13848.93,13877.0
2018-01-01 06:56:00,13877.0,13880.0,13835.17,13848.81
2018-01-01 06:57:00,13879.99,13880.74,13863.26,13880.74
2018-01-01 06:58:00,13872.08,13940.0,13863.32,13940.0
2018-01-01 06:59:00,13880.75,13920.1,13863.32,13875.82
2018-01-01 07:00:00,13863.32,13890.49,13850.0,13850.0
2018-01-01 07:01:00,13863.06,13863.06,13787.92,13787.93
2018-01-01 07:02:00,13850.01,13888.8,13850.01,13886.73
